num,sentence,fileid,senseid
,"In Peru z.B. , wo die <WSD>Wirtschaft<WSD> seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 % in diesem Jahr .",d009.s011.t002,bn:00029678n
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 <WSD>%<WSD> wächst , stieg die Zahl der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 % in diesem Jahr .",d009.s011.t003,bn:00061135n
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die <WSD>Zahl<WSD> der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 % in diesem Jahr .",d009.s011.t004,
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 <WSD>%<WSD> im Jahr 2005 auf 61 % in diesem Jahr .",d009.s011.t005,bn:00061135n
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 % im <WSD>Jahr<WSD> 2005 auf 61 % in diesem Jahr .",d009.s011.t006,bn:00078738n
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 <WSD>%<WSD> in diesem Jahr .",d009.s011.t007,bn:00061135n
,"In Peru z.B. , wo die Wirtschaft seit 2002 jährlich um ca. 6 % wächst , stieg die Zahl der Demokratiebefürworter von 40 % im Jahr 2005 auf 61 % in diesem <WSD>Jahr<WSD> .",d009.s011.t008,bn:00078738n
,"Auch in <WSD>Mexiko<WSD> , wo sich die Wirtschaft seit dem starken Einbruch im letzten Jahr wieder erholt , ist ein solcher Trend zu erkennen .",d009.s012.t001,bn:00054693n
,"Auch in Mexiko , wo sich die <WSD>Wirtschaft<WSD> seit dem starken Einbruch im letzten Jahr wieder erholt , ist ein solcher Trend zu erkennen .",d009.s012.t002,bn:00029678n
,"Auch in Mexiko , wo sich die Wirtschaft seit dem starken Einbruch im letzten <WSD>Jahr<WSD> wieder erholt , ist ein solcher Trend zu erkennen .",d009.s012.t003,bn:00078738n
,"Auch in Mexiko , wo sich die Wirtschaft seit dem starken Einbruch im letzten Jahr wieder erholt , ist ein solcher <WSD>Trend<WSD> zu erkennen .",d009.s012.t004,bn:00076496n
,"Doch nur die <WSD>Hälfte<WSD> der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten Ländern der Region , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t001,bn:00042601n
,"Doch nur die Hälfte der Befragten in <WSD>Mexiko<WSD> und Brasilien , den bevölkerungsreichsten Ländern der Region , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t002,bn:00054693n
,"Doch nur die Hälfte der Befragten in Mexiko und <WSD>Brasilien<WSD> , den bevölkerungsreichsten Ländern der Region , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t003,bn:00012786n
,"Doch nur die Hälfte der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten <WSD>Ländern<WSD> der Region , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t004,bn:00023235n
,"Doch nur die Hälfte der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten Ländern der <WSD>Region<WSD> , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t005,bn:00066884n
,"Doch nur die Hälfte der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten Ländern der Region , sind überzeugte <WSD>Demokraten<WSD> , was den regionalen Durchschnitt senkt ( s. Diagramm 2 ) .",d009.s013.t006,bn:05516318n
,"Doch nur die Hälfte der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten Ländern der Region , sind überzeugte Demokraten , was den regionalen <WSD>Durchschnitt<WSD> senkt ( s. Diagramm 2 ) .",d009.s013.t007,bn:16640486n
,"Doch nur die Hälfte der Befragten in Mexiko und Brasilien , den bevölkerungsreichsten Ländern der Region , sind überzeugte Demokraten , was den regionalen Durchschnitt senkt ( s. <WSD>Diagramm<WSD> 2 ) .",d009.s013.t008,bn:00017904n
,"Ca. 44 <WSD>%<WSD> der Befragten erklärten , dass sie mit der demokratischen Praxis ihres Landes zufrieden sein .",d009.s014.t001,bn:00061135n
,"Ca. 44 % der Befragten erklärten , dass sie mit der demokratischen <WSD>Praxis<WSD> ihres Landes zufrieden sein .",d009.s014.t002,bn:00028736n
,"Ca. 44 % der Befragten erklärten , dass sie mit der demokratischen Praxis ihres <WSD>Landes<WSD> zufrieden sein .",d009.s014.t003,bn:00023235n
,"Das sind soviele wie im letzten <WSD>Jahr<WSD> , jedoch 25 % mehr als im Jahr 2001 ( Diagramm 3 ) .",d009.s015.t001,bn:00078738n
,"Das sind soviele wie im letzten Jahr , jedoch 25 <WSD>%<WSD> mehr als im Jahr 2001 ( Diagramm 3 ) .",d009.s015.t002,bn:00061135n
,"Das sind soviele wie im letzten Jahr , jedoch 25 % mehr als im <WSD>Jahr<WSD> 2001 ( Diagramm 3 ) .",d009.s015.t003,bn:00078738n
,"Das sind soviele wie im letzten Jahr , jedoch 25 % mehr als im Jahr 2001 ( <WSD>Diagramm<WSD> 3 ) .",d009.s015.t004,bn:00017904n
,Etwa 34 <WSD>%<WSD> vertrauen dem Kongress ihres Landes und 45 % ihrer Regierung .,d009.s016.t001,bn:00061135n
,Etwa 34 % vertrauen dem <WSD>Kongress<WSD> ihres Landes und 45 % ihrer Regierung .,d009.s016.t002,bn:00021845n
,Etwa 34 % vertrauen dem Kongress ihres <WSD>Landes<WSD> und 45 % ihrer Regierung .,d009.s016.t003,bn:00023235n
,Etwa 34 % vertrauen dem Kongress ihres Landes und 45 <WSD>%<WSD> ihrer Regierung .,d009.s016.t004,bn:00061135n
,Etwa 34 % vertrauen dem Kongress ihres Landes und 45 % ihrer <WSD>Regierung<WSD> .,d009.s016.t005,bn:00007299n
,"Beide <WSD>Werte<WSD> entsprechen denen des letzten Jahres , zeigen aber einen deutlichen Anstieg gegenüber 2003 ( 17 % bzw. 24 % ) .",d009.s017.t001,bn:00029680n
,"Beide Werte entsprechen denen des letzten <WSD>Jahres<WSD> , zeigen aber einen deutlichen Anstieg gegenüber 2003 ( 17 % bzw. 24 % ) .",d009.s017.t002,bn:00078738n
,"Beide Werte entsprechen denen des letzten Jahres , zeigen aber einen deutlichen <WSD>Anstieg<WSD> gegenüber 2003 ( 17 % bzw. 24 % ) .",d009.s017.t003,bn:00046355n
,"Beide Werte entsprechen denen des letzten Jahres , zeigen aber einen deutlichen Anstieg gegenüber 2003 ( 17 <WSD>%<WSD> bzw. 24 % ) .",d009.s017.t004,bn:00061135n
,"Beide Werte entsprechen denen des letzten Jahres , zeigen aber einen deutlichen Anstieg gegenüber 2003 ( 17 % bzw. 24 <WSD>%<WSD> ) .",d009.s017.t005,bn:00061135n
,Vor einem <WSD>Jahrzehnt<WSD> untergruben Lateinamerikas Wirtschaftskrisen die Bemühungen um mehr Demokratie .,d009.s018.t001,bn:00025646n
,Vor einem Jahrzehnt untergruben <WSD>Lateinamerikas<WSD> Wirtschaftskrisen die Bemühungen um mehr Demokratie .,d009.s018.t002,bn:00050165n
,Vor einem Jahrzehnt untergruben Lateinamerikas <WSD>Wirtschaftskrisen<WSD> die Bemühungen um mehr Demokratie .,d009.s018.t003,bn:03164787n
,Vor einem Jahrzehnt untergruben Lateinamerikas Wirtschaftskrisen die Bemühungen um mehr <WSD>Demokratie<WSD> .,d009.s018.t004,bn:00021207n
,"Das dies auch während der <WSD>Weltwirtschaftskrise<WSD> andauerte , liegt möglicherweise daran , dass die Länder Lateinamerikas nur eine kurze Rezessionsphase erlebten und sich schnell wieder erholt haben .",d009.s019.t001,bn:00026406n
,"Das dies auch während der Weltwirtschaftskrise andauerte , liegt möglicherweise daran , dass die <WSD>Länder<WSD> Lateinamerikas nur eine kurze Rezessionsphase erlebten und sich schnell wieder erholt haben .",d009.s019.t002,bn:00023235n
,"Das dies auch während der Weltwirtschaftskrise andauerte , liegt möglicherweise daran , dass die Länder <WSD>Lateinamerikas<WSD> nur eine kurze Rezessionsphase erlebten und sich schnell wieder erholt haben .",d009.s019.t003,bn:00050165n
,Darüber hinaus wurden die <WSD>Armen<WSD> durch ein stärkeres Sozialnetz aufgefangen .,d009.s020.t001,
,( Laut <WSD>Berichten<WSD> der UN-Wirtschaftskommission für Lateinamerika von dieser Woche stieg 2009 die Armutsrate in Lateinamerika nur geringfügig an und ist in diesem Jahr wieder um 32 % gefallen . ),d009.s021.t001,bn:00067181n
,( Laut Berichten der UN-Wirtschaftskommission für <WSD>Lateinamerika<WSD> von dieser Woche stieg 2009 die Armutsrate in Lateinamerika nur geringfügig an und ist in diesem Jahr wieder um 32 % gefallen . ),d009.s021.t002,bn:00050165n
,( Laut Berichten der UN-Wirtschaftskommission für Lateinamerika von dieser <WSD>Woche<WSD> stieg 2009 die Armutsrate in Lateinamerika nur geringfügig an und ist in diesem Jahr wieder um 32 % gefallen . ),d009.s021.t003,bn:00043484n
,( Laut Berichten der UN-Wirtschaftskommission für Lateinamerika von dieser Woche stieg 2009 die <WSD>Armutsrate<WSD> in Lateinamerika nur geringfügig an und ist in diesem Jahr wieder um 32 % gefallen . ),d009.s021.t004,bn:15414973n
,( Laut Berichten der UN-Wirtschaftskommission für Lateinamerika von dieser Woche stieg 2009 die Armutsrate in <WSD>Lateinamerika<WSD> nur geringfügig an und ist in diesem Jahr wieder um 32 % gefallen . ),d009.s021.t005,bn:00050165n
,( Laut Berichten der UN-Wirtschaftskommission für Lateinamerika von dieser Woche stieg 2009 die Armutsrate in Lateinamerika nur geringfügig an und ist in diesem <WSD>Jahr<WSD> wieder um 32 % gefallen . ),d009.s021.t006,bn:00078738n
,( Laut Berichten der UN-Wirtschaftskommission für Lateinamerika von dieser Woche stieg 2009 die Armutsrate in Lateinamerika nur geringfügig an und ist in diesem Jahr wieder um 32 <WSD>%<WSD> gefallen . ),d009.s021.t007,bn:00061135n
,Doch von <WSD>Land<WSD> zu Land gibt es starke Stimmungsunterschiede ( s. Diagramm 4 ) .,d009.s022.t001,bn:00023235n
,Doch von Land zu <WSD>Land<WSD> gibt es starke Stimmungsunterschiede ( s. Diagramm 4 ) .,d009.s022.t002,bn:00023235n
,Doch von Land zu Land gibt es starke Stimmungsunterschiede ( s. <WSD>Diagramm<WSD> 4 ) .,d009.s022.t003,bn:00017904n
,<WSD>Brasiliens<WSD> starke Wirtschaft und die Beliebtheit des scheidenden Präsidenten Luiz_Inácio_Lula_da_Silva spiegelt sich in einem verbreiteten Fortschrittsdenken wider .,d009.s023.t001,bn:00012786n
,Brasiliens starke <WSD>Wirtschaft<WSD> und die Beliebtheit des scheidenden Präsidenten Luiz_Inácio_Lula_da_Silva spiegelt sich in einem verbreiteten Fortschrittsdenken wider .,d009.s023.t002,bn:00029678n
,Brasiliens starke Wirtschaft und die <WSD>Beliebtheit<WSD> des scheidenden Präsidenten Luiz_Inácio_Lula_da_Silva spiegelt sich in einem verbreiteten Fortschrittsdenken wider .,d009.s023.t003,bn:00063592n
,Brasiliens starke Wirtschaft und die Beliebtheit des scheidenden <WSD>Präsidenten<WSD> Luiz_Inácio_Lula_da_Silva spiegelt sich in einem verbreiteten Fortschrittsdenken wider .,d009.s023.t004,bn:00064233n
,Brasiliens starke Wirtschaft und die Beliebtheit des scheidenden Präsidenten <WSD>Luiz_Inácio_Lula_da_Silva<WSD> spiegelt sich in einem verbreiteten Fortschrittsdenken wider .,d009.s023.t005,bn:03891635n
,"In <WSD>Mexiko<WSD> und Mittelamerika , wo die Rezession stärker spürbar war und Gewaltverbrechen zugenommen haben , ist dies weniger der Fall .",d009.s024.t001,bn:00054693n
,"In Mexiko und <WSD>Mittelamerika<WSD> , wo die Rezession stärker spürbar war und Gewaltverbrechen zugenommen haben , ist dies weniger der Fall .",d009.s024.t002,bn:03870348n
,"In Mexiko und Mittelamerika , wo die <WSD>Rezession<WSD> stärker spürbar war und Gewaltverbrechen zugenommen haben , ist dies weniger der Fall .",d009.s024.t003,bn:00066516n
,"In Mexiko und Mittelamerika , wo die Rezession stärker spürbar war und <WSD>Gewaltverbrechen<WSD> zugenommen haben , ist dies weniger der Fall .",d009.s024.t004,bn:02093820n
,"In Mexiko und Mittelamerika , wo die Rezession stärker spürbar war und Gewaltverbrechen zugenommen haben , ist dies weniger der <WSD>Fall<WSD> .",d009.s024.t005,bn:00016402n
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in <WSD>Lateinamerika<WSD> in der Kriminalität in ihrem Land ein größeres Problem als in der Arbeitslosigkeit ( s. Diagramm 5 ) .,d009.s025.t001,bn:00050165n
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in Lateinamerika in der <WSD>Kriminalität<WSD> in ihrem Land ein größeres Problem als in der Arbeitslosigkeit ( s. Diagramm 5 ) .,d009.s025.t002,
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in Lateinamerika in der Kriminalität in ihrem <WSD>Land<WSD> ein größeres Problem als in der Arbeitslosigkeit ( s. Diagramm 5 ) .,d009.s025.t003,bn:00023235n
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in Lateinamerika in der Kriminalität in ihrem Land ein größeres <WSD>Problem<WSD> als in der Arbeitslosigkeit ( s. Diagramm 5 ) .,d009.s025.t004,bn:00048242n
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in Lateinamerika in der Kriminalität in ihrem Land ein größeres Problem als in der <WSD>Arbeitslosigkeit<WSD> ( s. Diagramm 5 ) .,d009.s025.t005,bn:00079045n
,Erst zum zweiten Mal seit Umfragebeginn sehen viele Befragte in Lateinamerika in der Kriminalität in ihrem Land ein größeres Problem als in der Arbeitslosigkeit ( s. <WSD>Diagramm<WSD> 5 ) .,d009.s025.t006,bn:00017904n
,"Ca. 31 <WSD>%<WSD> sagen aus , dass entweder sie selbst oder ein Familienmitglied im letzten Jahr Opfer eines Verbrechens wurden .",d009.s026.t001,bn:00061135n
,"Ca. 31 % sagen aus , dass entweder sie selbst oder ein Familienmitglied im letzten <WSD>Jahr<WSD> Opfer eines Verbrechens wurden .",d009.s026.t002,bn:00078738n
,"Ca. 31 % sagen aus , dass entweder sie selbst oder ein Familienmitglied im letzten Jahr <WSD>Opfer<WSD> eines Verbrechens wurden .",d009.s026.t003,bn:00079940n
,"Ca. 31 % sagen aus , dass entweder sie selbst oder ein Familienmitglied im letzten Jahr Opfer eines <WSD>Verbrechens<WSD> wurden .",d009.s026.t004,bn:00034010n
,Doch gegenüber 38 <WSD>%<WSD> im letzten Jahr sind die Werte gesunken und erreichen somit den niedrigsten Stand seit 1995 .,d009.s027.t001,bn:00061135n
,Doch gegenüber 38 % im letzten <WSD>Jahr<WSD> sind die Werte gesunken und erreichen somit den niedrigsten Stand seit 1995 .,d009.s027.t002,bn:00078738n
,Doch gegenüber 38 % im letzten Jahr sind die <WSD>Werte<WSD> gesunken und erreichen somit den niedrigsten Stand seit 1995 .,d009.s027.t003,bn:00029680n
,"Die steigende <WSD>Wirtschaftsleistung<WSD> spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t001,bn:00059788n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren <WSD>Unterstützung<WSD> der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t002,bn:00075331n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der <WSD>Marktwirtschaft<WSD> wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t003,bn:00036346n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 <WSD>%<WSD> der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t004,bn:00061135n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die <WSD>Privatwirtschaft<WSD> für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t005,bn:00014137n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die <WSD>Entwicklung<WSD> unabdingbar ist , im Jahr 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t006,bn:00026695n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im <WSD>Jahr<WSD> 2007 waren es 56 % ( s. Diagramm 6 ) .",d009.s028.t007,bn:00078738n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 <WSD>%<WSD> ( s. Diagramm 6 ) .",d009.s028.t008,bn:00061135n
,"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider : ca. 71 % der Befragten überregional gaben an , dass die Privatwirtschaft für die Entwicklung unabdingbar ist , im Jahr 2007 waren es 56 % ( s. <WSD>Diagramm<WSD> 6 ) .",d009.s028.t009,bn:00017904n
,"Ca. 58 <WSD>%<WSD> erklärten , dass nur die Marktwirtschaft ihrem Land Fortschritt bringen kann , verglichen mit 47 % im letzten Jahr .",d009.s029.t001,bn:00061135n
,"Ca. 58 % erklärten , dass nur die <WSD>Marktwirtschaft<WSD> ihrem Land Fortschritt bringen kann , verglichen mit 47 % im letzten Jahr .",d009.s029.t002,bn:00036346n
,"Ca. 58 % erklärten , dass nur die Marktwirtschaft ihrem <WSD>Land<WSD> Fortschritt bringen kann , verglichen mit 47 % im letzten Jahr .",d009.s029.t003,bn:00023235n
,"Ca. 58 % erklärten , dass nur die Marktwirtschaft ihrem Land <WSD>Fortschritt<WSD> bringen kann , verglichen mit 47 % im letzten Jahr .",d009.s029.t004,bn:00970321n
,"Ca. 58 % erklärten , dass nur die Marktwirtschaft ihrem Land Fortschritt bringen kann , verglichen mit 47 <WSD>%<WSD> im letzten Jahr .",d009.s029.t005,bn:00061135n
,"Ca. 58 % erklärten , dass nur die Marktwirtschaft ihrem Land Fortschritt bringen kann , verglichen mit 47 % im letzten <WSD>Jahr<WSD> .",d009.s029.t006,
,"Interessanterweise haben 62 <WSD>%<WSD> der Befragten in Venezuela diese Ansicht beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t001,bn:00061135n
,"Interessanterweise haben 62 % der Befragten in <WSD>Venezuela<WSD> diese Ansicht beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t002,bn:00067239n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese <WSD>Ansicht<WSD> beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t003,bn:00059168n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese Ansicht beibehalten ( und 80 <WSD>%<WSD> sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t004,bn:00061135n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese Ansicht beibehalten ( und 80 % sind für eine <WSD>Privatwirtschaft<WSD> ) , obwohl ihr linker Präsident , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t005,bn:00014137n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese Ansicht beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker <WSD>Präsident<WSD> , Hugo_Chávez , viele Privatunternehmen verstaatlicht .",d009.s030.t006,bn:00064233n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese Ansicht beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , <WSD>Hugo_Chávez<WSD> , viele Privatunternehmen verstaatlicht .",d009.s030.t007,bn:03265398n
,"Interessanterweise haben 62 % der Befragten in Venezuela diese Ansicht beibehalten ( und 80 % sind für eine Privatwirtschaft ) , obwohl ihr linker Präsident , Hugo_Chávez , viele <WSD>Privatunternehmen<WSD> verstaatlicht .",d009.s030.t008,bn:00019924n
,"<WSD>Brasilien<WSD> hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t001,bn:00012786n
,"Brasilien hat laut 19 <WSD>%<WSD> der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t002,bn:00061135n
,"Brasilien hat laut 19 % der Befragten ( 18 <WSD>%<WSD> im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t003,bn:00061135n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten <WSD>Jahr<WSD> ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t004,bn:00078738n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte <WSD>Gewicht<WSD> in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t005,
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der <WSD>Region<WSD> , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t006,bn:00066884n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den <WSD>Vereinigten_Staaten<WSD> ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t007,bn:00003341n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 <WSD>%<WSD> , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t008,bn:00061135n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem <WSD>Jahr<WSD> ) und Venezuela ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t009,bn:00078738n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und <WSD>Venezuela<WSD> ( 9 % verglichen mit 11 % im letzten Jahr ) .",d009.s031.t010,bn:00067239n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 <WSD>%<WSD> verglichen mit 11 % im letzten Jahr ) .",d009.s031.t011,bn:00061135n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 <WSD>%<WSD> im letzten Jahr ) .",d009.s031.t012,bn:00061135n
,"Brasilien hat laut 19 % der Befragten ( 18 % im letzten Jahr ) das größte Gewicht in der Region , gefolgt von den Vereinigten_Staaten ( 9 % , unverändert seit letztem Jahr ) und Venezuela ( 9 % verglichen mit 11 % im letzten <WSD>Jahr<WSD> ) .",d009.s031.t013,bn:00078738n
,"Die Befragten in <WSD>Mexiko<WSD> und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t001,bn:00054693n
,"Die Befragten in Mexiko und den meisten <WSD>Ländern<WSD> Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t002,bn:00023235n
,"Die Befragten in Mexiko und den meisten Ländern <WSD>Mittelamerika<WSD> hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t003,bn:03870348n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den <WSD>USA<WSD> das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t004,bn:00003341n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste <WSD>Land<WSD> , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t005,bn:00023235n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese <WSD>Rolle<WSD> in der Dominikanischen_Republik und Nicaragua von Venezuela übernommen wird .",d009.s032.t006,bn:00068130n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der <WSD>Dominikanischen_Republik<WSD> und Nicaragua von Venezuela übernommen wird .",d009.s032.t007,bn:00028188n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und <WSD>Nicaragua<WSD> von Venezuela übernommen wird .",d009.s032.t008,bn:00057614n
,"Die Befragten in Mexiko und den meisten Ländern Mittelamerika hingegen sehen in den USA das einflussreichste Land , wobei diese Rolle in der Dominikanischen_Republik und Nicaragua von <WSD>Venezuela<WSD> übernommen wird .",d009.s032.t009,bn:00067239n
,"Scalia und Thomas dinieren mit <WSD>Gegnern<WSD> der Gesundheitsgesetze , als Gericht Fall annimmt",d010.s001.t001,bn:17262810n
,"Scalia und Thomas dinieren mit Gegnern der Gesundheitsgesetze , als <WSD>Gericht<WSD> Fall annimmt",d010.s001.t002,bn:00023308n
